id,slug2,created_at,,,,,,
493,lilly-announces-top-line-phase-3-results-for-baricitinib-in-patients-with-moderate-to-severe-atopic-dermatitis,05-02-2019 00:00,,,,,,
494,us-fda-grants-breakthrough-therapy-designation-for-potential-next-generation-rsv-medicine-medi8897,05-02-2019 00:00,,,,,,
495,novartis-enters-agreement-to-acquire-avexis-inc-for-usd-87-bn-to-transform-care-in-sma-and-expand-position-as-a-gene-therapy-and-neuroscience-leader,09-04-2018 00:00,,,,,,
496,celgene-corporation-to-acquire-juno-therapeutics-inc,06-02-2018 00:00,,,,,,
497,sanofi-to-acquire-bioverativ-for-116-billion,22-01-2018 00:00,,,,,,
498,celgene-provides-regulatory-update-on-ozanimod-for-the-treatment-of-relapsing-multiple-sclerosis-conference-call-scheduled-for-today-at-530-pm-et,27-02-2018 00:00,,,,,,
499,gsk-announces-major-3-part-transaction-with-novartis-to-drive-sustainable-sales-growth-improve-long-term-earnings-and-deliver-increasing-returns-to-shareholders,22-04-2018 00:00,,,,,,
500,xencor-to-develop-and-commercialize-novel-il-15-immune-activating-cytokines-with-genentech,06-02-2019 00:00,,,,,,
501,lilly-announces-detailed-results-of-the-phase-3-solanezumab-expedition-studies-following-a-presentation-of-the-independent-analyses-by-the-alzheimers-disease-cooperative-study-adcs,06-12-2018 00:00,,,,,,
502,novo-nordisk-to-cut-250-jobs-in-the-united-states,03-11-2018 00:00,,,,,,
503,hisamitsu-pharmaceutical-and-kyowa-hakko-kirin-sign-commercialization-agreement-for-hp-3000-a-potential-new-transdermal-patch-for-parkinsons-disease-in-japan,06-02-2019 00:00,,,,,,
504,pfizer-names-albert-bourla-chief-operating-officer,06-09-2018 00:00,,,,,,
505,fda-accepts-for-review-new-drug-application-nda-for-merck?s-investigational-combination-of-imipenemcilastatin-and-relebactam-and-supplemental-nda-snda-for-zerbaxa-ceftolozane-and-tazobactam,06-02-2019 00:00,,,,,,
506,glaxosmithkline-plc-and-pfizer-inc-to-form-new-world-leading-consumer-healthcare-joint-venture-transaction-provides-a-unique-opportunity-to-accelerate-gsk?s-strategy-and-create-substantial-value-for-shareholders-lays-foundation-for-separation-of-gsk-to-create-two-new-uk-based-global-companies-focused-on-pharmaceuticalsvaccines-and-consumer-healthcare,19-12-2018 00:00,,,,,,
507,isatuximab-phase-3-trial-meets-primary-endpoint-of-prolonging-progression-free-survival-in-patients-with-relapsedrefractory-multiple-myeloma,06-02-2019 00:00,,,,,,
508,pfizer?s-biosimilar-retacrit-epoetin-alfa-epbx-approved-by-us-fda,15-05-2018 00:00,,,,,,
509,us-fda-approves-pfizer?s-biosimilar-nivestym-filgrastim-aafi-nivestym-a-biosimilar-to-neupogen-filgrastim-is-pfizer?s-fourth-biosimilar-to-be-approved-by-the-fda,15-07-2018 00:00,,,,,,
510,celltrion-and-teva-announce-fda-approval-of-truxima-rituximab-abbs-a-biosimilar-to-rituxan-for-three-non-hodgkin?s-lymphoma-indications,29-11-2018 00:00,,,,,,
511,celltrion-and-teva-announce-fda-approval-of-herzuma-trastuzumab-pkrb-a-biosimilar-to-herceptin-for-the-treatment-of-her2-overexpressing-breast-cancer-for-certain-indications,14-12-2018 00:00,,,,,,
512,european-commission-approves-amgen-and-allergans-mvasi-biosimilar-bevacizumab-for-the-treatment-of-certain-types-of-cancer,18-01-2019 00:00,,,,,,
513,celltrion?s-herzuma-biosimilar-trastuzumab-approved-in-europe,14-02-2018 00:00,,,,,,
514,amgen-and-allergan-receive-positive-chmp-opinion-for-abp-980-biosimilar-herceptin-for-the-treatment-of-three-types-of-cancer,23-03-2018 00:00,,,,,,
515,sandoz-receives-european-commission-approval-for-zessly-infliximab-in-gastroenterological-rheumatological-and-dermatological-diseases,24-05-2018 00:00,,,,,,
516,sandoz-receives-european-commission-approval-for-biosimilar-hyrimoz-adalimumab,27-07-2018 00:00,,,,,,
517,biocon-and-mylan-announce-positive-chmp-opinion-for-fulphila-biosimilar-pegfilgrastim,21-09-2018 00:00,,,,,,
518,mylan-and-biocon-receive-approvals-from-the-european-commission-and-tga-australia-for-semglee-biosimilar-insulin-glargine,28-03-2018 00:00,,,,,,
519,gsk-and-merck-kgaa-darmstadt-germany-announce-global-alliance-to-jointly-develop-and-commercialise-m7824-a-novel-immunotherapy-with-potential-in-multiple-difficult-to-treat-cancers,06-02-2019 00:00,,,,,,
520,fda-approves-cablivi-caplacizumab-yhdp-the-first-nanobody-based-medicine-for-adults-with-acquired-thrombotic-thrombocytopenic-purpura-attp,07-02-2019 00:00,,,,,,
521,new-england-journal-of-medicine-publishes-results-from-pivotal-phase-3-studies-of-paratek?s-nuzyra-omadacycline-for-pneumonia-and-skin-infections,07-02-2019 00:00,,,,,,
522,recordati-obtains-exclusive-license-for-juxtapid-in-japan,07-02-2019 00:00,,,,,,
523,us-fda-grants-fasenra-orphan-drug-designation-for-hypereosinophilic-syndrome,07-02-2019 00:00,,,,,,
524,pg-acquires-this-is-l-one-of-the-fastest-growing-feminine-care-brands-in-the-us,07-02-2019 00:00,,,,,,
525,medtronic-receives-fda-approval-on-expanded-indication-for-pipeline-flex-embolization-device,08-02-2019 00:00,,,,,,
526,biomarin-announces-ongoing-study-demonstrates-durable-treatment-benefit-from-brineura-cerliponase-alfa-for-3-years,08-02-2019 00:00,,,,,,
527,ligand-announces-omniab-partnership-with-genagon-therapeutics,08-02-2019 00:00,,,,,,
528,orthofix-announces-fda-approval-of-the-m6-c-artificial-cervical-disc-to-treat-patients-with-cervical-disc-degeneration,08-02-2019 00:00,,,,,,
529,evotec-and-galapagos-enter-into-collaboration-in-the-field-of-fibrosis,08-02-2019 00:00,,,,,,
530,samsung-bioepis-and-c-bridge-capital-to-develop-and-commercialize-next-generation-biosimilars-in-china,11-02-2019 00:00,,,,,,
531,one-year-results-from-positive-phase-3-eylea-trial-in-diabetic-retinopathy-presented-at-angiogenesis-symposium,11-02-2019 00:00,,,,,,
532,about-ambaro-combination-tablets-pfizer-voluntary-recall-class-i,11-02-2019 00:00,,,,,,
533,finch-therapeutics?-investigational-drug-cp101-granted-breakthrough-therapy-designation-from-fda-for-recurrent-c-difficile-infection,11-02-2019 00:00,,,,,,
534,opdivo-nivolumab-plus-low-dose-yervoy-ipilimumab-demonstrates-continued-survival-benefit-at-30-month-follow-up-in-patients-with-previously-untreated-advanced-or-metastatic-renal-cell-carcinoma,12-02-2019 00:00,,,,,,
535,"phase-3-arches-trial-shows-xtandi-enzalutamide-significantly-improved-radiographic-progression-free-survival-in-men-with-metastatic-hormone-sensitive-prostate-cancer
-",12-02-2019 00:00,,,,,,
536,moberg-pharma-and-bayer-sign-exclusive-license-agreement-for-mob-015-in-europe,12-02-2019 00:00,,,,,,
537,european-commission-approves-adcetris-brentuximab-vedotin-with-avd-the-first-new-treatment-in-decades-for-adults-with-previously-untreated-cd30-stage-iv-hodgkin-lymphoma,12-02-2019 00:00,,,,,,
538,genmab-announces-us-fda-approval-of-darzalex-daratumumab-split-dosing-regimen,12-02-2019 00:00,,,,,,
539,gilead-announces-topline-data-from-phase-3-stellar-4-study-of-selonsertib-in-compensated-cirrhosis-f4-due-to-nonalcoholic-steatohepatitis-nash,13-02-2019 00:00,,,,,,
540,abbvie-and-teneobio-announce-a-strategic-transaction-to-develop-a-new-treatment-for-multiple-myeloma,13-02-2019 00:00,,,,,,
541,fda-advisory-committee-recommends-approval-of-spravato-esketamine-nasal-spray-c-iii-for-adults-with-treatment-resistant-depression,13-02-2019 00:00,,,,,,
542,almirall-and-dermira-enter-into-option-and-license-agreement-for-european-rights-to-lebrikizumab,13-02-2019 00:00,,,,,,
543,mithra-signs-exclusive-license-and-supply-agreement-for-commercialization-of-myring-in-the-middle-east,13-02-2019 00:00,,,,,,
544,novartis-receives-fda-approval-for-egaten-for-the-treatment-of-fascioliasis-a-neglected-tropical-disease,14-02-2019 00:00,,,,,,
545,johnson-johnson-announces-agreement-to-acquire-auris-health-inc,14-02-2019 00:00,,,,,,
546,clinigen-to-acquire-us-rights-to-proleukin,14-02-2019 00:00,,,,,,
547,abilita-bio-and-amgen-enter-into-a-multi-target-collaboration,14-02-2019 00:00,,,,,,
548,vaccibody-announces-collaboration-to-study-vb1016-and-atezolizumab-tecentriq-in-advanced-cervical-cancer,14-02-2019 00:00,,,,,,
549,bayer?s-darolutamide-plus-androgen-deprivation-therapy-adt-significantly-extends-metastasis-free-survival-with-a-favorable-safety-profile-compared-to-placebo-plus-adt-in-non-metastatic-castration-resistant-prostate-cancer,15-02-2019 00:00,,,,,,
550,codexis-announces-nestl?-health-science-exercises-option-for-exclusive-global-license-to-cdx-6114-for-the-management-of-phenylketonuria,15-02-2019 00:00,,,,,,
551,opdivo-nivolumab-plus-yervoy-ipilimumab-shows-response-in-pre-treated-patients-with-metastatic-castration-resistant-prostate-cancer,15-02-2019 00:00,,,,,,
552,abcellera-announces-multi-target-partnership-agreement-with-a-top-5-global-pharma,15-02-2019 00:00,,,,,,
553,newly-formed-arvelle-therapeutics-acquires-exclusive-rights-from-sk-biopharmaceuticals-to-develop-and-commercialize-cenobamate-in-europe,15-02-2019 00:00,,,,,,
554,keytruda-pembrolizumab-in-combination-with-inlyta-axitinib-reduced-risk-of-death-by-nearly-half-compared-to-sunitinib-as-first-line-treatment-for-advanced-renal-cell-carcinoma-rcc,18-02-2019 00:00,,,,,,
555,bayer-exercised-option-to-obtain-full-licensing-rights-for-larotrectinib-and-bay-2731954-loxo-195,18-02-2019 00:00,,,,,,
556,medtronic-inc-recalls-dual-chamber-implantable-pulse-generators-ipgs-due-to-possible-circuit-error,18-02-2019 00:00,,,,,,
557,medtronic-announces-preliminary-prodigy-results-a-global-study-to-identify-patients-at-high-risk-for-opioid-induced-respiratory-compromise,18-02-2019 00:00,,,,,,
558,pivotal-phase-iii-data-for-bavencio-avelumab-plus-inlyta-axitinib-in-advanced-renal-cell-carcinoma-published-in-the-new-england-journal-of-medicine,19-02-2019 00:00,,,,,,
559,japan-approves-test-of-ips-cells-for-treating-spinal-injuries,19-02-2019 00:00,,,,,,
560,fda-grants-priority-review-to-roche?s-personalised-medicine-entrectinib,19-02-2019 00:00,,,,,,
561,aveo-oncology-announces-oral-presentation-of-tivo-3-trial-topline-results-at-the-2019-asco-genitourinary-cancers-symposium,19-02-2019 00:00,,,,,,
562,aveo-oncology-announces-oral-presentation-of-tivo-3-trial-topline-results-at-the-2019-asco-genitourinary-cancers-symposium,19-02-2019 00:00,,,,,,
563,fda-approves-merck?s-keytruda-pembrolizumab-for-the-adjuvant-treatment-of-patients-with-melanoma-with-involvement-of-lymph-nodes-following-complete-resection,20-02-2019 00:00,,,,,,
564,novo-nordisk-receives-us-fda-approval-of-esperoct-turoctocog-alfa-pegol-n8-gp,20-02-2019 00:00,,,,,,
565,alkermes-and-clovis-oncology-initiate-research-collaboration-to-explore-combination-cancer-therapies,20-02-2019 00:00,,,,,,
566,pfizer-and-lilly-announce-top-line-results-from-phase-3-study-of-tanezumab-in-chronic-low-back-pain,20-02-2019 00:00,,,,,,
567,bausch-health-acquires-eton-pharmaceuticals-em-100-investigational-eye-drop-for-the-treatment-of-itchy-eyes-associated-with-allergies,20-02-2019 00:00,,,,,,
568,merck-provides-update-on-keynote-240-a-phase-3-study-of-keytruda-pembrolizumab-in-previously-treated-patients-with-advanced-hepatocellular-carcinoma,21-02-2019 00:00,,,,,,
569,mustang-bio-and-nationwide-children?s-hospital-enter-into-exclusive-worldwide-license-agreement-for-oncolytic-virus-c134-to-treat-glioblastoma-multiforme,21-02-2019 00:00,,,,,,
570,abbott-and-novo-nordisk-enter-partnership-to-provide-integrated-digital-solution-to-people-with-diabetes-using-insulin,21-02-2019 00:00,,,,,,
571,abbvies-humira-adalimumab-approved-by-health-canada-to-treat-pediatric-patients-with-chronic-non-infectious-anterior-uveitis,21-02-2019 00:00,,,,,,
572,merck-to-acquire-immune-design,21-02-2019 00:00,,,,,,
573,abbvie-and-eisai-announce-fully-human-anti-tnf-a-monoclonal-antibody-humira-is-the-first-in-japan-to-be-approved-for-the-treatment-of-hidradenitis-suppurativa,22-02-2019 00:00,,,,,,
574,amgen-cytokinetics-and-servier-announce-start-of-meteoric-hf-the-second-phase-3-clinical-trial-of-omecamtiv-mecarbil-in-patients-with-heart-failure,22-02-2019 00:00,,,,,,
575,morphic-therapeutic-enters-into-integrin-research-and-development-collaboration-with-janssen,22-02-2019 00:00,,,,,,
576,morphic-therapeutic-enters-into-integrin-research-and-development-collaboration-with-janssen,22-02-2019 00:00,,,,,,
577,mallinckrodt-announces-results-from-the-phase-3-clinical-trial-interim-analysis-for-therakos?-platform-for-the-treatment-of-pediatric-patients-with-steroid-refractory-acute-graft-versus-host-disease,22-02-2019 00:00,,,,,,
578,brilinta?s-phase-iii-themis-trial-met-primary-endpoint-in-patients-with-established-coronary-artery-disease-and-type-2-diabetes,25-02-2019 00:00,,,,,,
579,roche-enters-into-definitive-merger-agreement-to-acquire-spark-therapeutics,25-02-2019 00:00,,,,,,
580,santhera?s-syros-study-shows-long-term-efficacy-with-idebenone-in-slowing-respiratory-function-loss-in-patients-with-duchenne-muscular-dystrophy,25-02-2019 00:00,,,,,,
581,abbvie-and-voyager-therapeutics-announce-collaboration-to-develop-vectorized-antibodies-to-treat-parkinsons-disease-and-other-synucleinopathies,25-02-2019 00:00,,,,,,
582,danaher-to-acquire-the-biopharma-business-of-general-electric-life-sciences-for-214-billion,26-02-2019 00:00,,,,,,
583,akcea-apoa-lrx-advances-as-leading-pharmaceutical-company-exercises-option-to-license,26-02-2019 00:00,,,,,,
584,ipsen-to-acquire-clementia-pharmaceuticals-to-significantly-boost-rare-disease-portfolio,26-02-2019 00:00,,,,,,
585,jury-upholds-amgens-patents-on-repatha-evolocumab,26-02-2019 00:00,,,,,,
586,genmab-announces-positive-topline-results-in-phase-iii-columba-study-of-subcutaneous-daratumumab,26-02-2019 00:00,,,,,,
587,lynparza-significantly-delayed-disease-progression-as-1st-line-maintenance-treatment-in-germline-brca-mutated-metastatic-pancreatic-cancer,27-02-2019 00:00,,,,,,
588,immatics-announces-clinical-trial-collaboration-in-immunotherapy-for-solid-cancers,27-02-2019 00:00,,,,,,
589,imbrium-therapeutics-and-tetragenetics-announce-strategic-research-collaboration-and-license-option-to-develop-novel-biologic-therapeutics-for-pain,27-02-2019 00:00,,,,,,
590,medtronic-resolutetm-drug-eluting-stent-des-platform-receives-expanded-indication-for-treatment-of-chronic-total-occlusion-cto,27-02-2019 00:00,,,,,,
591,sarepta-exercises-option-to-acquire-myonexus-therapeutics,27-02-2019 00:00,,,,,,
592,us-fda-approves-expanded-farxiga-and-xigduo-xr-labels-for-use-in-patients-with-type-2-diabetes-and-moderate-renal-impairment,28-02-2019 00:00,,,,,,
593,janssen-announces-us-fda-approval-of-novel-tremfya-guselkumab-one-press-patient-controlled-injector-for-adults-with-moderate-to-severe-plaque-psoriasis,28-02-2019 00:00,,,,,,
595,blackstone-life-sciences-and-novartis-launch-anthos-therapeutics-to-develop-innovative-medicines-for-cardiovascular-disease,28-02-2019 00:00,,,,,,
596,fda-approves-galafold-migalastat-for-the-treatment-of-certain-adult-patients-with-fabry-disease,10-08-2018 00:00,,,,,,
597,abcellera-and-denali-therapeutics-sign-expanded-multi-year-multi-target-deal-to-discover-therapeutic-antibodies-for-neurological-diseases,28-02-2019 00:00,,,,,,
598,fda-approves-longer-acting-calaspargase-pegol-mknl-for-all,20-12-2018 00:00,,,,,,
599,fda-approves-shire?s-motegrity-prucalopride-the-only-serotonin-4-receptor-agonist-for-adults-with-chronic-idiopathic-constipation-cic,17-12-2018 00:00,,,,,,
600,fda-approves-first-treatment-for-lambert-eaton-myasthenic-syndrome-a-rare-autoimmune-disorder,20-10-2018 00:00,,,,,,
601,fda-approves-herceptin-hylecta-for-subcutaneous-injection-in-certain-her2-positive-breast-cancers,01-03-2019 00:00,,,,,,
602,biogen-further-expands-presence-in-china-with-approval-of-spinraza-nusinersen-the-first-and-only-treatment-for-spinal-muscular-atrophy,01-03-2019 00:00,,,,,,
603,antolrx-announces-pfizer-exercises-option-to-license-immune-tolerance-therapy-for-potential-treatment-of-type-1-diabetes,11-10-2018 00:00,,,,,,
604,fda-approves-gamifant-emapalumab-the-first-and-only-treatment-for-primary-haemophagocytic-lymphohistiocytosis-hlh,20-11-2018 00:00,,,,,,
605,us-fda-approves-lorbrena-lorlatinib-for-previously-treated-alk-positive-metastatic-nsclc,20-11-2018 00:00,,,,,,
606,pfenex-and-alvogen-expand-development-and-commercialization-collaboration-for-pf708-a-therapeutic-equivalent-candidate-to-forteoforsteo-to-the-eu-mena-and-row,01-03-2019 00:00,,,,,,
607,fda-approves-talazoparib-for-gbrcam-her2-negative-locally-advanced-or-metastatic-breast-cancer,11-10-2018 00:00,,,,,,
608,tegsedi-is-an-effective-treatment-choice-that-allows-self-administration-at-a-time-and-place-that-works-for-the-patient,05-10-2018 00:00,,,,,,
609,adorx-therapeutics-announces-collaboration-with-johnson-johnson-innovation-to-develop-novel-lung-cancer-therapeutics,01-03-2019 00:00,,,,,,
610,fda-approves-revcovi-a-new-enzyme-replacement-therapy-developed-by-leadiant-biosciences-for-the-treatment-of-ada-scid-in-pediatric-and-adult-patients,05-10-2018 00:00,,,,,,
611,paratek-announces-fda-approval-of-nuzyra-omadacycline,02-10-2018 00:00,,,,,,
612,fda-approves-new-hiv-treatment-for-patients-who-have-limited-treatment-options,06-03-2018 00:00,,,,,,
613,fda-approves-seysara-sarecycline-for-the-treatment-of-moderate-to-severe-acne,02-10-2018 00:00,,,,,,
614,verastem-oncology-receives-fda-approval-of-copiktra-duvelisib-capsules,24-09-2018 00:00,,,,,,
615,rigel-announces-fda-approval-of-tavalisse?-fostamatinib-disodium-hexahydrate-for-chronic-immune-thrombocytopenia-itp-in-adult-patients,06-03-2018 00:00,,,,,,
616,fda-approves-merck?s-pifeltro-doravirine-for-the-treatment-of-hiv-1-in-appropriate-patients,30-08-2018 00:00,,,,,,
617,therapeuticsmd-announces-fda-approval-of-annovera-segesterone-acetateethinyl-estradiol-vaginal-system-for-birth-control,10-08-2018 00:00,,,,,,
618,tetraphase-pharmaceuticals-announces-fda-approval-of-xerava-eravacycline-for-complicated-intra-abdominal-infections-ciai,27-08-2018 00:00,,,,,,
619,fda-approves-olumiant-baricitinib-2-mg-tablets-for-the-treatment-of-adults-with-moderately-to-severely-active-rheumatoid-arthritis,06-06-2018 00:00,,,,,,
