Title (News Shots),Categories,Date
Eli Lilly Reports the Availability of Emgality (galcanezumab) to Prevent Migraine in Canada,Biotech,2019-03-10
Novo Nordisk Collaborates with Noom to Provide Digital Health Solutions Targeting Weight Management in Patients with Obesity,DigiHealth,2019-03-10
Takeda Signs a License Agreement with Goldfinch Bio for its GFB-024 to Treat Rare and Metabolic Kidney Diseases,Pharma,2019-04-10
Gilead's Descovy Receives the US FDA's Approval for HIV Pre-Exposure Prophylaxis ?,Regulatory,2019-04-10
AstraZeneca's Fasenra Pen (Pre-Filled Auto-Injector) Receives the US FDA's Approval for Severe Eosinophilic Asthma?,Biotech|Regulatory,2019-04-10
Silver Cloud Health Partners with Microsoft to Deploy AI for Enhancing its Digital Mental Healthcare,DigiHealth,2019-04-10
Arbutus to Discontinue its P-Ia/Ib Clinical Study of AB-506 to Treat Patients with Chronic Hepatitis B,Pharma,2019-04-10
Janssen's Niraparib Receives the US FDA's Breakthrough Therapy Designation for Metastatic Castration-Resistant Prostate Cancer,Regulatory,2019-04-10
AveXis Reports Results of AVXS-101 (Intrathecal) in P-I/II STRONG Study for Patients with SMA Type 2,Pharma,2019-07-10
Takeda Signs Multi-Target Strategic Collaboration with Prometheus to Develop Targeted Therapies for Inflammatory Bowel Disease,Pharma,2019-07-10
Eli Lilly Report Results of Cyramza (ramucirumab) in P-III RELAY Study for 1L Treatment of EGFR-Mutated Non-Small Cell Lung Cancer,Biotech,2019-07-10
"Alvogen and Pfenex's PF708 (biosimilar, teriparatide) Receives FDA's Approval for the Treatment of Osteoporosis?",Biosimilars,2019-07-10
Pfizer Signs an Exclusive Worldwide License Agreement with Akcea for its AKCEA-ANGPTL3-L(Rx),Pharma,2019-07-10
Biofourmis' Biovitals Analytics Engine Receives FDA's 510(k) Clearance for Ambulatory Physiologic Monitoring?,MedTech,2019-07-10
Innovate Merging with RDD Pharma to Form New Gastroenterology Company Focusing on Specialty Rare and Orphan Diseases,M&A,2019-08-10
Allergan to Launch Three REFRESH RELIEVA Lubricant Eye Drops Expanding its REFRESH Portfolio,Pharma,2019-08-10
MSD Signs a Research and Option to License Agreement with 4D Pharma to Develop Live Biotherapeutics for Vaccines,Biotech,2019-08-10
Medtronic Initiates Worldwide Pivotal Study to Evaluate its Extravascular Implantable Cardioverter Defibrillator System,MedTech,2019-08-10
Novartis' Beovu (brolucizumab) Receives FDA's Approval for the Treatment of Wet Age-Related Macular Degeneration,Biotech|Regulatory,2019-08-10
Gilead Reports Submission of NDA to MHLW for Filgotinib to Treat Rheumatoid Arthritis in Japan,Regulatory,2019-08-10
GSK Signs a Five Years Collaboration with Lyell to Develop Technologies Improving Cell Therapies for Cancer,Pharma,2019-09-10
AstraZeneca Canada's Calquence (acalabrutinib) Receives Health Canada Approval for Patients Previously Treated with Mantle Cell Lymphoma (MCL),Pharma,2019-09-10
Prevail Signs an Agreement with Lonza to Develop and Manufacture AAV9 Gene Therapy Programs for Patients with Neurodegenerative Diseases,Pharma,2019-09-10
Amgen Canada's EVENITY (romosozumab) Receives Health Canada Approval to Treat Osteoporosis in Postmenopausal Women at High Risk for Fracture,Pharma,2019-09-10
GE Healthcare Signs a Worldwide Development and Commercialization Agreement with Theragnostics for Late Stage PSMA Diagnostic for Prostate Cancer,Pharma,2019-09-10
"Samsung Bioepis Reports Real-World Data of Benepali (biosimilar, etanercept) in Patients with Psoriasis at EADV 2019",Biosimilars,2019-09-10
Bluebird Bio Signs a Three-Year Research Collaboration with Novo Nordisk to Develop In-Vivo Genome Editing Therapies for Hemophilia A,Biotech,2019-09-10
Mitsubishi Tanabe Signs a License Agreement with Viela Bio for its Inebilizumab,Pharma,2019-10-10
Evotec Signs an Agreement with Celmatix to Develop Pre-Clinical Candidates for Women Health,Pharma,2019-10-10
Boehringer Ingelheim Reports Results of OFEV (nintedanib) in P-III INBUILD Trial for Patients with Chronic Fibrosing Interstitial Lung Disease with Progressive Phenotype (1),Pharma,2019-10-10
Bayer Launches a LifeHub UK for the Development of AI-Enabled Imaging Solutions Enhancing Data-Driven Drug Discovery and Disease Diagnosis,DigiHealth,2019-10-10
Sun Pharma Reports Four Years Result of Ilumya (tildrakizumab-asmn) in P-III reSURFACE 1 and 2 Trials in Patients with Moderate-to-Severe Plaque Psoriasis,Pharma,2019-10-10
UCB to Acquire Ra Pharma to Improve Therapies for Patients with Myasthenia Gravis and Other Rare Diseases,M&A,2019-10-10
Reata Regains Exclusive Worldwide Rights of its Nrf2 Activator Product Platform from AbbVie,Pharma,2019-10-10
Aclaris to Divest its Rhofade (oxymetazoline hydrochloride) with all IPR Rights to EPI Health,Pharma,2019-11-10
Bayer's G4A Digital Health Partnerships Program Signs an Agreement with Eleven Digital Health Startups Transforming Digital Health Solutions,DigiHealth,2019-11-10
Boehringer Ingelheim's Ofev (nintedanib) Receives the US FDA's Breakthrough Therapy Designation for Chronic Fibrosing ILDs with a Progressive Phenotype,Pharma,2019-11-10
Biocon Biologics Signs an In-License Agreement with Just - Evotec Biologics,Biosimilars,2019-11-10
Alexion Signs an Option to Co-Develop and Commercialize Agreement with Stealth for Elamipretide,Pharma,2019-11-10
OraSure Technologies' Rapid Diagnostic OraQuick Ebola Rapid Antigen Test Receives the US FDA Marketing Approval for Detection of Ebola Virus Antigens,Regulatory,2019-11-10
?Alnylam Reports Submission of MAA to Brazilian Health Regulatory Agency for Onpattro (patisiran) to Treat Hereditary ATTR Amyloidosis with Polyneuropathy,Regulatory,2019-11-10
?ImaginAb Collaborates with Three Global Pharmaceutical Companies Focusing on the Development of its CD8 ImmunoPET Technology,Biotech,14/10/2019
Roche Reports Results of MabThera/Rituxan (rituximab) in P-III PEMPHIX Study for Pemphigus Vulgaris?,Pharma,14/10/2019
?Lilly's Reyvow (lasmiditan) Receives FDA's Approval as the First Therapy in a New Class of Acute Treatment for Migraine,Regulatory,14/10/2019
?Exact Sciences and Mayo Clinic Initiate Voyage Study Evaluating the Real-World Impact of Cologuard,MedTech,14/10/2019
?Aytu BioScience to Acquire Cerecor's Prescription Product Portfolio for $17M,Pharma,14/10/2019
?Sanofi Launches its First Digital Manufacturing Facility for Delivering Next-Generation Biologics in Massachusetts,Biotech,15/10/2019
?Takeda to Divest its Portfolio of Select OTC and Non-Core Assets to Acino for ~$200M in NEMEA Countries,Pharma,15/10/2019
?Abbott Collaborates with Omada Health to Provide Integrated Digital Health and Coaching Experience for Patients with Type 2 Diabetes,DigiHealth,15/10/2019
?Bayer and Janssen's Xarelto (rivaroxaban) Receive FDA's Approval to Prevent Venous Thromboembolism in Acutely Ill Patients,Regulatory,15/10/2019
?Kyowa Kirin Reports the Availability of Nourianz (Istradefylline) to Treat Parkinson's Disease “Off” Episodes in the US,Pharma,15/10/2019
CRISPR Therapeutics and KSQ Therapeutics Cross Licenses their IP Rights to Facilitate Cell Therapy Programs in Oncology?,Biotech,15/10/2019
?Reata Reports Results of Omaveloxolone in P-II MOXIe Registrational Study for Patients with Friedreich's Ataxia,Pharma,15/10/2019
?Abbott and Tandem Collaborate to Explore Integrated Diabetes Solutions Improving Diabetes Management,DigiHealth,16/10/2019
?Sanofi and Kaken to Terminate their Co-Marketing Agreement for Clexane by the Year End 2019,Pharma,16/10/2019
?Daiichi Sankyo Acquires Rights for Astellas' Three Therapies to Boost its Presence in Asia,Pharma,16/10/2019
?ProQR's Sepofarsen Receives FDA's Rare Pediatric Disease Designation to Treat Leber's Congenital Amaurosis 10,Regulatory,16/10/2019
Alexion to Acquire Achillion for ~$930M?,M&A,16/10/2019
Lilly Reports Results Pegilodecakin + Folfox in P-III SEQUOIA Study for Metastatic Pancreatic Cancer?,Pharma,16/10/2019
?Sandoz Terminates its Prescription Digital Therapies Agreement with Pear Therapeutics,DigiHealth,17/10/2019
?AstraZeneca Collaborates with PetaGene to Deploy PetaSuite in its Core Genomics Initiative,DigiHealth,17/10/2019
?AstraZeneca and Daiichi Report the US FDA's Acceptance of BLA for Trastuzumab deruxtecan (DS-8201) and Granted Priority Review,Regulatory,17/10/2019
Sun Pharma Launches Drizalma Sprinkle (duloxetine delayed-release capsules) for Neuro-Psychiatric and Pain Disorders in the US?,Pharma,17/10/2019
Ipsen Signs Exclusive Worldwide License Agreement with Blueprint to Develop &amp; Commercialize BLU-782 for Fibrodysplasia Ossificans Progressiva?,Pharma,17/10/2019
UCB Reports Results of Bimekizumab in P-III BE VIVID Study to Treat Moderate to Severe Chronic Plaque Psoriasis?,Biotech,17/10/2019
Fitbit Collaborates with BMS-Pfizer Alliance Focusing on Improving Atrial Fibrillation Detection?,DigiHealth,18/10/2019
?Roche's Xofluza (baloxavir marboxil) Receives the US FDA's Approval for People at High Risk of Developing Influenza-Related Complications,Regulatory,18/10/2019
Amgen and UCB's Evenity (Romosozumab) Receive CHMP Positive Opinion to Treat Severe Osteoporosis in Postmenopausal Women at High Risk of Fracture?,Regulatory,18/10/2019
Cipla to Acquire Venus Remedies' Elores to Strengthen its Critical Care Footprints in India,Pharma,18/10/2019
Merck's V920 Ebola Zaire Vaccine Receives CHMP Positive Opinion to Protect Against Ebola Virus Disease,Biotech,18/10/2019
AbbVie's Rinvoq (Upadacitinib) Receives CHMP Positive Opinion to Treat Moderate to Severe Active Rheumatoid Arthritis?,Regulatory,18/10/2019
Johnson &amp; Johnson Initiates Voluntarily Recall of a Single Lot of its Baby Powder in the US,Pharma,18/10/2019
Roche Reports Result of Tecentriq (atezolizumab) + Avastin (bevacizumab) in P-III IMbrave150 Study for Unresectable Hepatocellular Carcinoma,Biotech,21/10/2019
GSK to Divest its Rabipur and Encepur Vaccines to Bavarian Nordic for ~1B,Biotech,21/10/2019
?AstraZeneca's Farxiga (dapagliflozin) Receives the US FDA's Approval for Reducing the Risk of Hospitalization for Heart Failure in Patients with Type-2 Diabetes,Regulatory,21/10/2019
?Sartorius to Acquire Danaher's Life Science Portfolio for $750M,Pharma,21/10/2019
?Janssen's Stelara (ustekinumab) Receives the US FDA's Approval for Moderately to Severely Active Ulcerative Colitis,Regulatory,21/10/2019
?Humana and Microsoft Collaborate to Reimagine Health Leveraging Azure Cloud and AI with Voice Technologies,DigiHealth,22/10/2019
?Bayer to Terminate its JV Agreement with CRISPR Therapeutics,Pharma,22/10/2019
?Takeda Acquires Exclusive Worldwide License Rights for COUR's CNP-101 to Treat Celiac Disease,Pharma,22/10/2019
?Pfizer and OPKO Reports Results of Somatrogon in P-III Study for Children with Growth Hormone Deficiency,Biotech,22/10/2019
?Vertex's Trikafta (elexacaftor/tezacaftor/ivacaftor and ivacaftor) Receives the US FDA's Approval to Treat the Underlying Cause of Cystic Fibrosis,Regulatory,22/10/2019
?BMS Reports Result of Opdivo (nivolumab) + Yervoy (ipilimumab) + CT in P-III CheckMate-9LA Study as 1L Therapy for Lung Cancer,Biotech,22/10/2019
"?Alvogen Signs an Exclusive Commercialization Agreement with Three Pharma Companies for PF708 (biosimilar, teriparatide)",Biosimilars,23/10/2019
?Novo Nordisk's Fiasp (insulin aspart injection) Receives the FDA's Approval for use in Insulin Infusion Pumps to Treat Type 1 or Type 2 Diabetes,Regulatory,23/10/2019
?Biogen and Eisai Plan to File BLA to the US FDA for Aducanumab to Treat Alzheimer's Disease,Biotech,23/10/2019
?BerGenBio's Bemcentinib Receives the US FDA's Fast Track Designation for Relapsed Acute Myeloid Leukemia,Regulatory,23/10/2019
?Brii Biosciences Collaborates with Qpex to Develop and Commercialize Antibiotics for Drug-Resistant Infections in China,Pharma,23/10/2019
?Biomica Signs an Agreement with Weizmann Institute of Science to Develop a Selective Treatment Against Antibiotic-Resistant Bacteria,Pharma,23/10/2019
Novartis Collaborates with Pliant Therapeutics to Develop Therapies for NASH and Fibrotic Diseases,Pharma,24/10/2019
?GSK's Zejula (niraparib) Receives FDA's Approval for Late-line Treatment in Women with Recurrent Ovarian Cancer,Regulatory,24/10/2019
Bausch Health In-Licenses Clearside's Xipere (triamcinolone acetonide suprachoroidal injectable suspension) For Macular Edema Associated with Uveitis?,Pharma,24/10/2019
?NovoCodex Collaborates with Ambrx to Develop and Commercialize its ARX305 in China,Biotech,24/10/2019
?WHO Signs MoU with IGBA for Promoting the Access to Biosimilars and Generics,Biosimilars,24/10/2019
?AbbVie Collaborate with Cystic Fibrosis Foundation to Advance CFTR Potentiator,Pharma,25/10/2019
?Allergan's BOTOX (onabotulinumtoxinA) Receives the US FDA's Approval for Pediatric Patients with Lower Limb Spasticity Excluding Spasticity Caused by Cerebral Palsy,Regulatory,25/10/2019
?Astellas' Xospata (gilteritinib) Receives EC's Approval as Monotherapy for Relapsed or Refractory Acute Myeloid Leukemia with a FLT3 Mutation,Regulatory,25/10/2019
?Zentiva to Acquire Alvogen's Generics and OTC Business in Central and Eastern Europe,M&A,25/10/2019
?NHS England Signs an Agreement with Vertex to Access All Licensed Cystic Fibrosis Therapies,Pharma,25/10/2019
?Urology San Antonio Collaborates with Anixa Biosciences on Ccheck Prostate Cancer Study,MedTech,25/10/2019
?Gilead Collaborates with Glympse Bio to Utilize Biomarker Technology in NASH Clinical Program,Biotech,29/10/2019
?AstraZeneca Reports Results of Imfinzi (durvalumab) and Imfinzi + Tremelimumab in P-III POSEIDON Study as 1L Treatment for Stage IV Non-Small Cell Lung Cancer,Biotech,29/10/2019
?Pfizer's Bavencio (avelumab) + Axitinib Dual Regimen Receive EC's Approval as 1L Treatment for Advanced Renal Cell Carcinoma,Regulatory,29/10/2019
GSK Reports Results of M72/AS01E in P-IIb Study for the Prevention of Pulmonary Tuberculosis Disease,Pharma,29/10/2019
MorphoSys and Galapagos in Collaboration with Novartis Terminate Clinical Development of MOR106 in Atopic Dermatitis,Pharma,29/10/2019
?Astellas' ASP1128 Receives the US FDA's Fast Track Designation for Patients at High Risk of Acute Kidney Injury,Regulatory,29/10/2019
Boehringer Ingelheim Collaborates with The Defeat-NCD Partnership to Tackle the Impacts of Non-Communicable Diseases,Pharma,30/10/2019
"GSK's Benlysta (belimumab, IV) Receives EC's Approvals as the First Biologic to Treat Lupus in Children",Biotech|Regulatory,30/10/2019
AstraZeneca Divests Rights of Seroquel and Seroquel XR to Cheplapharm in Europe and Russia,Pharma,30/10/2019
Roche Reports EMA and FDA's Acceptance of Marketing Application for Satralizumab to Treat Neuromyelitis Optica Spectrum Disorder,Regulatory,30/10/2019
Novartis Reports FDA's Hold on P-I/II Intrathecal Study Evaluating Zolgensma/AVXS-101 (onasemnogene abeparvovec-xioi) for Spinal Muscular Atrophy Type 2,Biotech,30/10/2019
LEO Pharma Signs an Option Agreement with Ubiquigent to Access its Two Novel Therapies,Pharma,30/10/2019
Biogen and Alkermes' Vumerity (diroximel fumarate) Receive FDA's Approval for Multiple Sclerosis,Regulatory,30/10/2019
Pear Therapeutics Signs an Agreement with Ironwood to Assess Prescription Digital Therapeutics for GI Indications,DigiHealth,31/10/2019
Astellas Signs an Exclusive License Agreement with Pandion to Deliver Immunomodulators for Autoimmune Diseases of the Pancreas,Biotech,31/10/2019
Johnson &amp; Johnson Vision Launches TECNIS Eyhance Monofocal Intraocular Lens for Post Cataract Surgery Patients in India,MedTech,31/10/2019
AliveCor and Huami Collaborate to Bring the Next Generation ECG Wearables Devices,MedTech,31/10/2019
Roche Signs a Development and Commercialization Agreement with Dicerna for its DCR-HBVS to Treat Chronic Hepatitis B Virus Infection,Pharma,31/10/2019
Janssen's Darzalex (daratumumab) Combination Regimen Receives Health Canada Approval for Transplant Ineligible Patients with Multiple Myeloma,Regulatory,31/10/2019
Amgen Acquires Stake in BeiGene to Expand its Oncology Portfolio in China,Pharma,2019-01-11
Pfizer Reports Launch Date for its Two Anticancer Biosimilars,Biosimilars,29/10/2019
"Formycon Reports Initiation of P-I Trial for FYB202 (biosimilar, ustekinumab)",Biosimilars,28/10/2019
"Pfenex Reports Results of Human Factors Study for its PF708 Candidate (biosimilar, teriparatide)",Biosimilars,14/10/2019
"NeuClone Reports Dosing of NeuLara (proposed biosimilar, ustekinumab) in P-I Trial",Biosimilars,2019-01-11
Novartis Reports Results of Cosentyx (secukinumab) in Head to Head P-III EXCEED Study for Psoriatic Arthritis,Biotech,2019-01-11
AbbVie Reports Results of Rinvoq (upadacitinib) in P-III SELECT-PsA 2 Study for Psoriatic Arthritis,Pharma,2019-01-11
